source_asset,source_table_or_file,source_column,decision,mask_rule,canonical_outputs,required_for_protocols,reason,notes
tblSCTurTemp,tblSCTurTemp,wtc_IO3IntTm_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_IO3IntTm_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_IO3IntTm_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_InvUpTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_InvUpTmp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_InvUpTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_InvUpTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_MainBTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_MainBTmp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_MainBTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_MainBTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NMMBrdTm_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NMMBrdTm_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NMMBrdTm_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NMMBrdTm_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NacelTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NacelTmp_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurTemp,tblSCTurTemp,wtc_NacelTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_NacelTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacUTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacUTmp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacUTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacUTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacVTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacVTmp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacVTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacVTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacWTmp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacWTmp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacWTmp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_ReacWTmp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraOilTF_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraOilTF_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraOilTF_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraOilTF_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraRooTF_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraRooTF_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraRooTF_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TraRooTF_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TrafoTMa_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TrafoTMa_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TrafoTMa_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurTemp,tblSCTurTemp,wtc_TrafoTMa_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,dup_label,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,Synthetic fixture-only duplicate label column.
tblSCTurbine,tblSCTurbine,wtc_AcWindSp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_AcWindSp_mean,keep,,wtc_AcWindSp_mean,power_ws_hist,Retained to support the active wind-speed history task bundle.,
tblSCTurbine,tblSCTurbine,wtc_AcWindSp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_AcWindSp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ActualWindDirection_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ActualWindDirection_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ActualWindDirection_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ActualWindDirection_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAct_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAct_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAct_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAct_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAva_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAva_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAva_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_BoostAva_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_CurTime_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_GenRpm_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_GenRpm_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_GenRpm_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_GenRpm_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_MainSRpm_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_MainSRpm_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_MainSRpm_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_MainSRpm_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_NacelPos_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_NacelPos_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_NacelPos_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_NacelPos_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosA_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosA_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosA_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosA_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosB_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosB_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosB_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosB_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosC_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosC_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosC_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcPosC_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcRefA_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcRefA_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcRefA_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitcRefA_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeA_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeA_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeA_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeA_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeB_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeB_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeB_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeB_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeC_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeC_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeC_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PitchRef_BladeC_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PowerRef_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PrWindSp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PrWindSp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PrWindSp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PrWindSp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PriAnemo_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PriAnemo_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_PriAnemo_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PriAnemo_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PwrRedLowSpeed_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PwrRedLowSpeed_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PwrRedLowSpeed_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_PwrRedLowSpeed_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ScYawPos_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ScYawPos_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ScYawPos_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_ScYawPos_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SeWindSp_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SeWindSp_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SeWindSp_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SeWindSp_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SecAnemo_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SecAnemo_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_SecAnemo_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_SecAnemo_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TetAnFrq_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TetAnFrq_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TetAnFrq_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TetAnFrq_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TowerFrq_Frequenc_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TowerFrq_Frequenc_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TowerFrq_Frequenc_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TowerFrq_Frequenc_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_TwrHumid_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_WTOperSt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_WTOperSt_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_WTOperSt_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_YawPos_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_YawPos_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurbine,tblSCTurbine,wtc_YawPos_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurbine,tblSCTurbine,wtc_YawPos_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Commercial Operations Date,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Country,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Hub Height (m),keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Latitude,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Longitude,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Manufacturer,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Model,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Rated power (kW),keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Rotor Diameter (m),keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Station ID,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Turbine Name,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
turbine_metadata,Hill_of_Towie_turbine_metadata,Wind Farm,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
